Rotina;Predecessora/Hora;Rotinas_Predecessoras_1;Rotinas_Predecessoras_2;Rotinas_Predecessoras_3;Rotinas_Predecessoras_4;Rotinas_Predecessoras_5;Rotinas_Predecessoras_6;Rotinas_Predecessoras_7;Freq;Tabela/Processo;ativa/descontinuada;Linguagem
BI03SC64;09:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fic.pa_pre_aprovado ;SIM;TACACA
BI03SC65;NULL;BI03SC63_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fic.ex_pre_aprovado;SIM;TACACA
BI03SC66;NULL;BI03SC64_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fic.pa_pre_aprovado;SIM;TACACA
BI03SC67;NULL;BI03SC65_CDP ;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_fic.v_resp_fic_pre_aprovado_ex ;SIM;PYSPARK
BI03SC68;NULL;BI03SC66_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_fic.v_resp_fic_pre_aprovado_pa;SIM;PYSPARK
BI03SC71;03:00:00; BI03DJ15_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.cli_customer;SIM;PYSPARK
BI03SC72;03:00:00; BI03SC71_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.fdl_customer_baseline;SIM;PYSPARK
BI03SC73;03:00:00; BI03SC72_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.fdl_customer_goal;SIM;PYSPARK
BI03SC74;03:00:00; BI03SC73_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade. fdl_goal;SIM;PYSPARK
BI03SC75;03:05:00; BI03SC74_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.fdl_purchase_profile;SIM;PYSPARK
BI03SC76;03:05:00; BI03SC75_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.stix_accrual_transaction;SIM;PYSPARK
BI03SC77;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.ex_alocacao_ofertas;SIM;TACACA
BI03SC78;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.pa_alocacao_ofertas;SIM;TACACA
BI03SC79;NULL;BI03SB46_CDP;BI03SB96_CDP;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_dia_loja_subgrupo;SIM;PYSPARK
BI03SC80;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Ccpia de Arquivo do Bucket Google Para Aws - ex_alocacao;DESCONTINUADA;PYSPARK
BI03SC81;06:00:00; BI03SC80_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Ccpia de Arquivo do Bucket Google Para Aws - pa_alocacao;DESCONTINUADA;PYSPARK
BI03SC82;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.grupo_controle_pa;SIM;TACACA
BI03SC83;NULL;BI03SC82_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.grupo_controle_ex;SIM;TACACA
BI03SC84;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.site_hit_data;SIM;PYSPARK
BI03SC85;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.site_event;SIM;TACACA
BI03SC86;NULL;BI03DJ79_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report_pa;SIM;PYSPARK
BI03SC87;NULL;BI03SC86_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report_pa_ios;SIM;PYSPARK
BI03SC88;NULL;BI03SC86_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report_ex_ios;SIM;PYSPARK
BI03SB97;05:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_product_on_basket;SIM;PYSPARK
BI03SB98;NULL;BI03SB97_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_store;SIM;PYSPARK
BI03SB99;NULL;BI03SB98_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_product_on_basket;SIM;PYSPARK
BI03SC01;NULL;BI03SB99_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_store;SIM;PYSPARK
